compound_id,compound_name_raw,compound_name_normalized,pubchem_cid,molecular_formula,molecular_weight,smiles,inchikey,iupac_name,xlogp,tpsa,dtxsid,dtxcid,logd55,logd74,ready_bio_deg,kegg_ids,kegg_names,kegg_pathways,chembl_ids
CMPD_18B1216BA7EF,Xanthomicrol,xanthomicrol,,,,,,,,,,,,,,,,,CHEMBL476121
CMPD_18B1865C2A38,3-O-beta-D-glucopyranosyl quercetin,3 o beta d glucopyranosyl quercetin,10167806,C27H30O16,610.5,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,DFNXNCCYQRPZMD-ZDOVWLMSSA-N,"3-[(2S,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",-0.7,266,DTXSID601105661,DTXCID501537332,"-1,8","-0,33",0.0,,,,
CMPD_18C62D614264,Angelic acid,angelic acid,643915,C5H8O2,100.12,C/C=C(/C)\C(=O)O,UIERETOOQGIECD-ARJAWSKDSA-N,(Z)-2-methylbut-2-enoic acid,1,37.3,DTXSID80897430,DTXCID30909057,"0,29","-1,49",1.0,,,,
CMPD_18CCA0380FD5,coreximine,coreximine,7037179,C19H21NO4,327.4,COC1=C(C=C2[C@@H]3CC4=CC(=C(C=C4CN3CCC2=C1)OC)O)O,BWUQAWCUJMATJS-HNNXBMFYSA-N,"(13aS)-3,10-dimethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline-2,11-diol",2.6,62.2,,,,,,,,,
CMPD_18D0BE5B2EF7,"2,4-dihydroxy-1,4-benzoxazin-3-one","2,4 dihydroxy 1,4 benzoxazin 3 one",28495,C8H7NO4,181.15,C1=CC=C2C(=C1)N(C(=O)C(O2)O)O,COVOPZQGJGUPEY-UHFFFAOYSA-N,"2,4-dihydroxy-1,4-benzoxazin-3-one",0,70,DTXSID90938409,DTXCID70882870,"1,41","1,26",1.0,,,,
CMPD_18F100A48A59,Preussilides E,preussilides e,131752309,C30H48O5,488.7,CC(CC/C=C(\C)/C(=O)O)C1CC(C2(C1(CC(C34C2CCC5C3(C4)CCC(C5(C)C)O)O)C)C)O,ITIWNCJDHYQADX-GIJQJNRQSA-N,"(E)-2-methyl-6-(6,13,18-trihydroxy-7,7,12,16-tetramethyl-15-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl)hept-2-enoic acid",5.6,98,,,,,,,,,CHEMBL387 | CHEMBL390 | CHEMBL392 | CHEMBL614069 | CHEMBL614590 | CHEMBL614925 | CHEMBL615023
CMPD_18F100A48A59,Preussilides E,preussilides e,132489956,C26H36O4,412.6,C[C@@H]1CC2=CC(=C([C@@H]([C@H]2[C@@H](C1=O)C)/C=C(\C)/C=C(\C)/C=C/C(=O)OC)C[C@H](C)O)C,CJDQRZHRJWJAGG-OXEMTIHYSA-N,"methyl (2E,4E,6E)-7-[(1R,6R,8S,8aS)-2-[(2S)-2-hydroxypropyl]-3,6,8-trimethyl-7-oxo-5,6,8,8a-tetrahydro-1H-naphthalen-1-yl]-4,6-dimethylhepta-2,4,6-trienoate",4.5,63.6,,,,,,,,,CHEMBL387 | CHEMBL390 | CHEMBL392 | CHEMBL614069 | CHEMBL614590 | CHEMBL614925 | CHEMBL615023
CMPD_18F97BA728A5,Cynaropicrin,cynaropicrin,,,,,,,,,,,,,,,,,CHEMBL374146
CMPD_18FA9929FCE7,"5,6,2�-trimethoxyflavone",5 6 2� trimethoxyflavone,,,,,,,,,,,,,,,,,
CMPD_19012A49D87E,hydroxytyrosol,hydroxytyrosol,,,,,,,,,,,,,,,,,CHEMBL1950045
CMPD_1911F3BB54DC,Isoquercetin,isoquercetin,10813969,C21H20O12,464.4,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O)O,OVSQVDMCBVZWGM-LQSBFMDOSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0.4,207,DTXSID80904976,DTXCID101334095,"-1,71","0,1",0.0,,,,
CMPD_1911F3BB54DC,Isoquercetin,isoquercetin,5484006,C21H20O12,464.4,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)O)O,OPJZLUXFQFQYAI-GNPVFZCLSA-N,"3-[(2S,3R,4R,5R)-5-[(1R)-1,2-dihydroxyethyl]-3,4-dihydroxyoxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",0.4,207,DTXSID80904976,DTXCID101334095,"-1,71","0,1",0.0,,,,
CMPD_191C8D4C6602,vetivenic acid,vetivenic acid,85973,C15H22O2,234.33,CC1(C2CCC3(C2)C(C1=C)CCC3C(=O)O)C,IJGMVUXEZUEDJR-UHFFFAOYSA-N,"7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecane-2-carboxylic acid",3.6,37.3,DTXSID90936627,DTXCID60859415,"3,4","2,23",0.0,,,,
CMPD_192A0EC9B5D2,octanol,octanol,957,C8H18O,130.23,CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,3,20.2,DTXSID7021940,DTXCID101940,3,3,1.0,,,,
CMPD_193D15E3468D,Stigmast-5-en-3-ol,stigmast 5 en 3 ol,22012,C29H50O,414.7,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CCC(C4)O)C)C)C(C)C,KZJWDPNRJALLNS-BWRKXDIJSA-N,"(8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",9.3,20.2,DTXSID30859124,DTXCID101765585,,,,,,,
CMPD_19469C88586E,shyobunone,shyobunone,10115,C30H52,412.7,CC(C)[C@H]1CC[C@]2([C@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C,ZRLNBWWGLOPJIC-PYQRSULMSA-N,"(3R,3aS,5aR,5bR,7aS,11aS,11bR,13aR,13bS)-5a,5b,8,8,11a,13b-hexamethyl-3-propan-2-yl-1,2,3,3a,4,5,6,7,7a,9,10,11,11b,12,13,13a-hexadecahydrocyclopenta[a]chrysene",11.5,0,DTXSID00904337,DTXCID301333493,"8,18","8,18",0.0,,,,CHEMBL5811482
CMPD_19469C88586E,shyobunone,shyobunone,5321293,C15H24O,220.35,CC(C)[C@@H]1CC[C@@]([C@@H](C1=O)C(=C)C)(C)C=C,GWHRSRIPLDHJHR-GZBFAFLISA-N,"(2S,3S,6S)-3-ethenyl-3-methyl-6-propan-2-yl-2-prop-1-en-2-ylcyclohexan-1-one",4.9,17.1,DTXSID00904337,DTXCID301333493,"8,18","8,18",0.0,,,,CHEMBL5811482
CMPD_19469C88586E,shyobunone,shyobunone,5321293,C15H24O,220.35,CC(C)[C@@H]1CC[C@@]([C@@H](C1=O)C(=C)C)(C)C=C,GWHRSRIPLDHJHR-GZBFAFLISA-N,"(2S,3S,6S)-3-ethenyl-3-methyl-6-propan-2-yl-2-prop-1-en-2-ylcyclohexan-1-one",4.9,17.1,DTXSID401019945,DTXCID601477804,"4,74","4,74",0.0,,,,CHEMBL5811482
CMPD_19469C88586E,shyobunone,shyobunone,10115,C30H52,412.7,CC(C)[C@H]1CC[C@]2([C@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C,ZRLNBWWGLOPJIC-PYQRSULMSA-N,"(3R,3aS,5aR,5bR,7aS,11aS,11bR,13aR,13bS)-5a,5b,8,8,11a,13b-hexamethyl-3-propan-2-yl-1,2,3,3a,4,5,6,7,7a,9,10,11,11b,12,13,13a-hexadecahydrocyclopenta[a]chrysene",11.5,0,DTXSID401019945,DTXCID601477804,"4,74","4,74",0.0,,,,CHEMBL5811482
CMPD_1955AC9B7325,Alliin,alliin,9576089,C6H11NO3S,177.22,C=CC[S@](=O)C[C@@H](C(=O)O)N,XUHLIQGRKRUKPH-DYEAUMGKSA-N,(2R)-2-amino-3-[(S)-prop-2-enylsulfinyl]propanoic acid,-3.5,99.6,DTXSID801020639,DTXCID501478409,"-3,54","-5,44",1.0,,,,CHEMBL2048655
CMPD_1956CF0762A9,transfrulic acid,transfrulic acid,,,,,,,,,,,,,,,,,
CMPD_1957D1BF06CA,catechin/gallocatechin,catechin/gallocatechin,65084,C15H14O7,306.27,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,XMOCLSLCDHWDHP-SWLSCSKDSA-N,"(2R,3S)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",0,131,DTXSID10914220,DTXCID201343215,"1,13","1,13",0.0,,,,CHEMBL125743 | CHEMBL221 | CHEMBL230 | CHEMBL382 | CHEMBL383 | CHEMBL385 | CHEMBL387 | CHEMBL390 | CHEMBL392 | CHEMBL394 | CHEMBL396 | CHEMBL400 | CHEMBL4822 | CHEMBL4860 | CHEMBL612262 | CHEMBL612263 | CHEMBL612555 | CHEMBL612796 | CHEMBL613102 | CHEMBL613508 | CHEMBL613829 | CHEMBL613855 | CHEMBL613889 | CHEMBL613977 | CHEMBL613984 | CHEMBL614021 | CHEMBL614051 | CHEMBL614054 | CHEMBL614067 | CHEMBL614072 | CHEMBL614078 | CHEMBL614096 | CHEMBL614164 | CHEMBL614177 | CHEMBL614213 | CHEMBL614214 | CHEMBL614300 | CHEMBL614317 | CHEMBL614361 | CHEMBL614387 | CHEMBL614388 | CHEMBL614451 | CHEMBL614487 | CHEMBL614516 | CHEMBL614519 | CHEMBL614561 | CHEMBL614643 | CHEMBL614645 | CHEMBL614697 | CHEMBL614740 | CHEMBL614803 | CHEMBL614860 | CHEMBL614882 | CHEMBL614886 | CHEMBL614908 | CHEMBL614917 | CHEMBL614919 | CHEMBL614922 | CHEMBL614925 | CHEMBL614997 | CHEMBL615022 | CHEMBL6152
CMPD_19642D22EDDA,Beta-turmerone,beta turmerone,196216,C15H22O,218.33,CC(CC(=O)C=C(C)C)C1CCC(=C)C=C1,JIJQKFPGBBEJNF-UHFFFAOYSA-N,2-methyl-6-(4-methylidenecyclohex-2-en-1-yl)hept-2-en-4-one,4,17.1,DTXSID90889422,DTXCID201028673,"4,47","4,48",0.0,,,,
CMPD_19642D22EDDA,Beta-turmerone,beta turmerone,101614,C44H34N12Na2O6S2,936.9,C1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC(=C(C=C3)C=CC4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=CC=C6)NC7=CC=CC=C7)S(=O)(=O)[O-])S(=O)(=O)[O-])NC8=CC=CC=C8.[Na+].[Na+],,,,,DTXSID001002746,DTXCID201429677,4,4,0.0,,,,
CMPD_19642D22EDDA,Beta-turmerone,beta turmerone,101614,C44H34N12Na2O6S2,936.9,C1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC(=C(C=C3)C=CC4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=CC=C6)NC7=CC=CC=C7)S(=O)(=O)[O-])S(=O)(=O)[O-])NC8=CC=CC=C8.[Na+].[Na+],,,,,DTXSID90889422,DTXCID201028673,"4,47","4,48",0.0,,,,
CMPD_19642D22EDDA,Beta-turmerone,beta turmerone,196216,C15H22O,218.33,CC(CC(=O)C=C(C)C)C1CCC(=C)C=C1,JIJQKFPGBBEJNF-UHFFFAOYSA-N,2-methyl-6-(4-methylidenecyclohex-2-en-1-yl)hept-2-en-4-one,4,17.1,DTXSID001002746,DTXCID201429677,4,4,0.0,,,,
CMPD_19656D938A51,euferol,euferol,634657,C30H50O,426.7,CC(CCC=C(C)C)C1CCC2(C1(CCC3(C2CC=C4C3CCC(C4(C)C)O)C)C)C,WSPRAEIJBDUDRX-UHFFFAOYSA-N,"4,4,9,13,14-pentamethyl-17-(6-methylhept-5-en-2-yl)-2,3,7,8,10,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",9.2,20.2,,,,,,,,,
CMPD_196CF0CDE52F,Goitrin,goitrin,101037627,C25H33NO4,411.5,CCC[C@@H]1C[C@@H](OCN1CC2=CC=CC=C2)[C@H]3[C@@H]4C=C[C@@H]([C@H]3/C=C(\C)/C(=O)OC)O4,UICPVYLQKBYUCA-MDOSXNBCSA-N,"methyl (E)-3-[(1S,2S,3S,4S)-3-[(4R,6R)-3-benzyl-4-propyl-1,3-oxazinan-6-yl]-7-oxabicyclo[2.2.1]hept-5-en-2-yl]-2-methylprop-2-enoate",4.2,48,DTXSID501032368,DTXCID601517371,"0,19","0,19",0.0,,,,
CMPD_196CF0CDE52F,Goitrin,goitrin,7568320,C5H7NOS,129.18,C=C[C@H]1CNC(=S)O1,UZQVYLOFLQICCT-BYPYZUCNSA-N,"(5S)-5-ethenyl-1,3-oxazolidine-2-thione",1,53.4,DTXSID501032368,DTXCID601517371,"0,19","0,19",0.0,,,,
CMPD_1974D1773E58," ?-myrcene",? myrcene,,,,,,,,,,,,,,,,,
CMPD_1976E91A6AF8,"6-O-alpha-L(2-acetyl, 3,4-di-O-trans-cinnamoyl) rhamnopyranosyl catalpol","6 o alpha l(2 acetyl, 3,4 di o trans cinnamoyl) rhamnopyranosyl catalpol",,,,,,,,,,,,,,,,,
CMPD_197A7ED2365D,Ramnoarabinogalactan,ramnoarabinogalactan,,,,,,,,,,,,,,,,,
CMPD_1981351C40CC,oct?1?en?3?ol,oct?1?en?3?ol,18827,C8H16O,128.21,CCCCCC(C=C)O,VSMOENVRRABVKN-UHFFFAOYSA-N,oct-1-en-3-ol,2.6,20.2,DTXSID3035214,DTXCID1015214,"2,38","2,38",1.0,,,,
CMPD_1985B18E7BBF,bisabolonoxid,bisabolonoxid,13092557,C15H26O2,238.37,CC1=CCC(CC1)[C@]2(CC[C@@H](C(O2)(C)C)O)C,WJHRAVIQWFQMKF-RGPPAHDHSA-N,"(3S,6R)-2,2,6-trimethyl-6-(4-methylcyclohex-3-en-1-yl)oxan-3-ol",2.5,29.5,,,,,,,,,
CMPD_1994FB8B915D,N-methylasimilobine,n methylasimilobine,197017,C18H19NO2,281.3,CN1CCC2=CC(=C(C3=C2[C@H]1CC4=CC=CC=C43)OC)O,AKXOIHNFHOEPHN-CQSZACIVSA-N,"(6aR)-1-methoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-2-ol",2.6,32.7,DTXSID10953513,DTXCID001381562,"3,08","3,08",0.0,,,,CHEMBL2316499
CMPD_1999E0696B35,"kaempferol-3-O-?-D-glucopyranoside-7-O-?-L-rhamnopyranoside ",kaempferol 3 o ? d glucopyranoside 7 o ? l rhamnopyranoside,,,,,,,,,,,,,,,,,
CMPD_199BAE237C5E,Chlorophyll a,chlorophyll a,156620228,C55H74MgN4O5+2,895.5,CCC\1=C(C\2=[NH+]/C1=C\C3=C(C4=C([C@@H](C(=C4[N-]3)C5=[NH+]C(=C([C@@H]5CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)/C=C\6/C(=C(/C(=C2)/[N-]6)C=C)C)C(=O)OC)O)C)C.[Mg+2],,,,,DTXSID90889346,DTXCID501028608,"6,01","6,08",0.0,C05306,Chlorophyll a,map00860  Porphyrin metabolism,
CMPD_199BAE237C5E,Chlorophyll a,chlorophyll a,12085802,C55H72MgN4O5,893.5,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C.[Mg+2],,,,,DTXSID90889346,DTXCID501028608,"6,01","6,08",0.0,C05306,Chlorophyll a,map00860  Porphyrin metabolism,
CMPD_19C30B5C3E8C,"4?-Hydroxy-3?,5,7-trimethoxyflavone",4? hydroxy 3? 5 7 trimethoxyflavone,118431,C18H26N2O4S2,398.5,CC(C)(CCC1=NC2=C(S1)N=C(S2)CCC(C)(C)C(=O)OC)C(=O)OC,GEXJJXJFZFVTFV-UHFFFAOYSA-N,"methyl 4-[5-(4-methoxy-3,3-dimethyl-4-oxobutyl)-[1,3]thiazolo[5,4-d][1,3]thiazol-2-yl]-2,2-dimethylbutanoate",4.9,135,DTXSID20186931,DTXCID60109422,"4,08","4,08",0.0,,,,
CMPD_19C93447AC8E,2-phenylethyl anthranilate,2 phenylethyl anthranilate,8615,C15H15NO2,241.28,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,PXWNBAGCFUDYBE-UHFFFAOYSA-N,2-phenylethyl 2-aminobenzoate,4.2,52.3,DTXSID5025861,DTXCID305861,"2,21","2,26",1.0,,,,CHEMBL1488668
CMPD_19D641099679,Isovaleric acid,isovaleric acid,,,,,,,,,,,,,,,,,
CMPD_19E28CAE1CED,Amorfrutins E,amorfrutins e,,,,,,,,,,,,,,,,,
CMPD_19F4847E5675,Quercetin-3-O-β-D-glucoside,quercetin 3 o β d glucoside,,,,,,,,,,,,,,,,,
CMPD_19FE067D9EB3,allo-aromadendrene,allo aromadendrene,42608158,C15H24,204.35,C[C@@H]1CC[C@H]2[C@@H]1C3C(C3(C)C)CCC2=C,ITYNGVSTWVVPIC-LRUBOHGLSA-N,"(4aS,7R,7aR)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene",4.7,0,DTXSID00863935,DTXCID60812505,"-3,93","-5,83",1.0,,,,
CMPD_19FE067D9EB3,allo-aromadendrene,allo aromadendrene,92230,C5H7NO4,145.11,C=CC(=O)NC(C(=O)O)O,NEYTXADIGVEHQD-UHFFFAOYSA-N,2-hydroxy-2-(prop-2-enoylamino)acetic acid,-0.8,86.6,DTXSID00863935,DTXCID60812505,"-3,93","-5,83",1.0,,,,
CMPD_19FE161BE7E9,Alizarin,alizarin,6293,C14H8O4,240.21,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,RGCKGOZRHPZPFP-UHFFFAOYSA-N,"1,2-dihydroxyanthracene-9,10-dione",3.2,74.6,DTXSID5045960,DTXCID3025960,"2,98","1,92",0.0,,,,
CMPD_1A0227170A68,eugeniflorin D,eugeniflorin d,10091375,C23H21N5O,383.4,CCCC1=C(C2=NNC(=O)N2C(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C#N,DQMQWAAHDSIQCM-UHFFFAOYSA-N,"2-[4-[(5-methyl-3-oxo-7-propyl-2H-[1,2,4]triazolo[4,3-c]pyrimidin-8-yl)methyl]phenyl]benzonitrile",3.5,80.9,,,,,,,,,
CMPD_1A06108EA0B8,euphelionolides E,euphelionolides e,131752117,C59H96O25,1205.4,CC1C(C(C(C(O1)OC2COC(C(C2O)O)OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)OC1C(C(C(C(O1)C)O)O)O)O)O)O)O)O)C)C)C)O)O)O,HIFPOHSXFYSEJA-UHFFFAOYSA-N,"[6-[[3,4-dihydroxy-6-(hydroxymethyl)-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl] 10-[3,4-dihydroxy-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",-0.7,393,DTXSID601099294,DTXCID901531031,"0,17","0,17",1.0,,,,
CMPD_1A06F45864BE,Carissaeduloside A,carissaeduloside a,,,,,,,,,,,,,,,,,
CMPD_1A087DD29CA3,Quercetin-3-O-beta-galactoside,quercetin 3 o beta galactoside,102434457,C28H29BrF2O5,563.4,C1=CC=C(C=C1)COC[C@@H]2[C@@H]([C@@H]([C@@H]([C@H](O2)C(F)(F)Br)O)OCC3=CC=CC=C3)OCC4=CC=CC=C4,OCEDVFLHVNKMEI-KQZFZZGISA-N,"(2S,3S,4R,5S,6R)-2-[bromo(difluoro)methyl]-4,5-bis(phenylmethoxy)-6-(phenylmethoxymethyl)oxan-3-ol",5.1,57.2,,,,,,,,,
CMPD_1A16327C0D87,vitamin B,vitamin b,936,C6H6N2O,122.12,C1=CC(=CN=C1)C(=O)N,DFPAKSUCGFBDDF-UHFFFAOYSA-N,pyridine-3-carboxamide,-0.4,56,DTXSID2020929,DTXCID00929,"-2,21","-0,7",1.0,,,,
CMPD_1A1CAC2BD3EC,15-hydroxyheneicosa,15 hydroxyheneicosa,,,,,,,,,,,,,,,,,
CMPD_1A1D4C0DF101,Loliolide,loliolide,100332,C11H16O3,196.24,C[C@@]12C[C@H](CC(C1=CC(=O)O2)(C)C)O,XEVQXKKKAVVSMW-WRWORJQWSA-N,"(6S,7aR)-6-hydroxy-4,4,7a-trimethyl-6,7-dihydro-5H-1-benzofuran-2-one",1,46.5,DTXSID501019112,DTXCID801477117,"0,74","0,44",0.0,,,,CHEMBL227113
CMPD_1A1DBE69262E,"Quercetin 3,4'-dimethyl ether",quercetin 3 4' dimethyl ether,5380905,C17H14O7,330.29,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O,ZSPZNFOLWQEVQJ-UHFFFAOYSA-N,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-methoxychromen-4-one",2.8,105,DTXSID10418970,,,,,,,,CHEMBL1075153 | CHEMBL2095182 | CHEMBL2396508 | CHEMBL398 | CHEMBL613860 | CHEMBL614194
CMPD_1A205B3A1FA1,Armeroside A,armeroside a,101138805,C15H18BrNO2,324.21,CCNC(=O)C1C2CC3C1(C(=O)C4C3C2C4=C)CBr,SZPZAVSPORLLLJ-UHFFFAOYSA-N,"7-(bromomethyl)-N-ethyl-4-methylidene-6-oxotetracyclo[5.3.0.02,5.03,9]decane-8-carboxamide",1.1,46.2,,,,,,,,,
CMPD_1A39028DF321,lapiferin,lapiferin,14239538,C22H34O6,394.5,C/C=C(\C)/C(=O)O[C@H]1C[C@@]2([C@@H](O2)[C@H]([C@@]3([C@@H]1[C@@](CC3)(C(C)C)O)C)OC(=O)C)C,WVPPLOSRTXOZAP-GTRIHBNGSA-N,"[(1aS,2S,2aS,5R,5aS,6S,7aR)-2-acetyloxy-5-hydroxy-2a,7a-dimethyl-5-propan-2-yl-2,3,4,5a,6,7-hexahydro-1aH-azuleno[6,7-b]oxiren-6-yl] (E)-2-methylbut-2-enoate",3.3,85.4,,,,,,,,,CHEMBL1836959
CMPD_1A42A7F38B3D,Lysikokianoside,lysikokianoside,101804791,C13H17NO5,267.28,COCCOCC(=O)N(C=O)C1=CC=C(C=C1)OC,AMTRQKFXXOHWSQ-UHFFFAOYSA-N,N-formyl-2-(2-methoxyethoxy)-N-(4-methoxyphenyl)acetamide,0.8,65.1,,,,,,,,,
CMPD_1A5A9969560F,D-quinic acid,d quinic acid,6508,C7H12O6,192.17,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O,AAWZDTNXLSGCEK-LNVDRNJUSA-N,"trans-(3R,5R)-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid",-2.4,118,,,,,,,,,
CMPD_1A5C23E1D103,alpha-springene,alpha springene,5365883,C20H32,272.5,CC(=CCC/C(=C/CC/C(=C/C/C=C(\C)/C=C)/C)/C)C,KFHRKQVLZRJWNB-OBHWEXPVSA-N,"(3E,6E,10E)-3,7,11,15-tetramethylhexadeca-1,3,6,10,14-pentaene",8,0,DTXSID601376171,DTXCID30966564,,,,,,,
CMPD_1A5C23E1D103,alpha-springene,alpha springene,5364730,C8H12N2O2+,168.19,C1CCC(CC1)[N+]2=NOC(=C2)[O],FCVKAGWADHTWAB-UHFFFAOYSA-N,,2.2,30.9,DTXSID601376171,DTXCID30966564,,,,,,,
CMPD_1A6088025E25,Vicenin-3,vicenin 3,13954497,C8H16N2O3S2,252.4,CC(C)NC(=S)NC1CS(=O)(=O)CC1O,SYJZHTFJHFOCGB-UHFFFAOYSA-N,"1-(4-hydroxy-1,1-dioxothiolan-3-yl)-3-propan-2-ylthiourea",-0.6,119,,,,,,,,,
CMPD_1A6088025E25,Vicenin-3,vicenin 3,185958,C26H28O14,564.5,C1[C@H]([C@@H]([C@H]([C@@H](O1)C2=C3C(=C(C(=C2O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O,MMDUKUSNQNWVET-MCIQUCDDSA-N,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]chromen-4-one",-2.2,247,,,,,,,,,
CMPD_1A6C0480D056,xylan,xylan,129539666,C22H38O17,574.5,CO[C@@H]1CO[C@H]([C@@H]([C@H]1O)O)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O[C@@H]3CO[C@H]([C@@H]([C@H]3O)O)O[C@@H]4CO[C@H]([C@@H]([C@H]4O)O)OC,UBUMSZIPJFDONO-NBPSDOOVSA-N,"(2S,3R,4R,5R)-2-[(3R,4R,5R,6S)-6-[(3R,4R,5R,6S)-6-[(3R,4R,5R,6R)-4,5-dihydroxy-6-methoxyoxan-3-yl]oxy-4,5-dihydroxyoxan-3-yl]oxy-4,5-dihydroxyoxan-3-yl]oxy-5-methoxyoxane-3,4-diol",-6,245,,,,,,,,,
CMPD_1A6C0480D056,xylan,xylan,439564,C6H8O4,144.12,CC(=O)C=C(C=C(O)O)O,CCJDHGRMLFOVNS-UHFFFAOYSA-N,"4,6,6-trihydroxyhexa-3,5-dien-2-one",0.3,77.8,,,,,,,,,
