compound_id,compound_name_raw,compound_name_normalized,pubchem_cid,molecular_formula,molecular_weight,smiles,inchikey,iupac_name,xlogp,tpsa,dtxsid,dtxcid,logd55,logd74,ready_bio_deg,kegg_ids,kegg_names,kegg_pathways,chembl_ids
CMPD_1A7094F7E142,Phorbol ester,phorbol ester,27924,C36H56O8,616.8,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@]2([C@@H](C=C(C[C@]3([C@H]2C=C(C3=O)C)O)CO)[C@H]4[C@@]1(C4(C)C)OC(=O)C)O)C,PHEDXBVPIONUQT-RGYGYFBISA-N,"[(1S,2S,6R,10S,11R,13S,14R,15R)-13-acetyloxy-1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxo-14-tetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dienyl] tetradecanoate",6.5,130,DTXSID5023798,,,,,,,,CHEMBL1075138 | CHEMBL1075583 | CHEMBL1293224 | CHEMBL1781865 | CHEMBL2093862 | CHEMBL2093867 | CHEMBL2938 | CHEMBL299 | CHEMBL2996 | CHEMBL3045 | CHEMBL3582 | CHEMBL3638 | CHEMBL3706568 | CHEMBL383 | CHEMBL385 | CHEMBL387 | CHEMBL3920 | CHEMBL397 | CHEMBL399 | CHEMBL4296479 | CHEMBL5314315 | CHEMBL5314326 | CHEMBL5365 | CHEMBL5619 | CHEMBL5953 | CHEMBL6066768 | CHEMBL612264 | CHEMBL612794 | CHEMBL613988 | CHEMBL614245 | CHEMBL614246 | CHEMBL614263 | CHEMBL614628 | CHEMBL615023
CMPD_1A753DF8CC84,1H-purine-2-6-dione 3-7-dihydro-1-methyl,1h purine 2 6 dione 3 7 dihydro 1 methyl,2153,C7H8N4O2,180.16,CN1C2=C(C(=O)N(C1=O)C)NC=N2,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,"1,3-dimethyl-7H-purine-2,6-dione",0,69.3,DTXSID5021336,DTXCID001336,"-0,02","-0,02",0.0,,,,
CMPD_1A88F97E9325,"1-cyclopentyl-3-[2,4-dimethylphenyl]propane",1 cyclopentyl 3 [2 4 dimethylphenyl]propane,,,,,,,,,,,,,,,,,
CMPD_1A8CB38B8511,"7-dimethoxyflavone ",7 dimethoxyflavone,,,,,,,,,,,,,,,,,
CMPD_1AA1473A0FA1,acetoxyferutinin,acetoxyferutinin,101140023,C34H33N3,483.6,CC1=CC=C(C=C1)N=C2C=CC(=C(C3=CC=C(C=C3)N(C)C)C4=CC=C(C=C4)N(C)C)C5=CC=CC=C25,VYQPSVRZTSATAG-UHFFFAOYSA-N,"4-[[4-(dimethylamino)phenyl]-[4-(4-methylphenyl)iminonaphthalen-1-ylidene]methyl]-N,N-dimethylaniline",8.2,18.8,,,,,,,,,
CMPD_1AA1473A0FA1,acetoxyferutinin,acetoxyferutinin,14120306,C16H26O4,282.37,CCCCCC1CC(CC1C=C)(C(=O)OC)C(=O)OC,GUBUXLGHGDWPKE-UHFFFAOYSA-N,"dimethyl 3-ethenyl-4-pentylcyclopentane-1,1-dicarboxylate",4.3,52.6,,,,,,,,,
CMPD_1AA26B0C0853,Lycorine,lycorine,72378,C16H17NO4,287.31,C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2C1=C[C@@H]([C@H]5O)O)OCO4,XGVJWXAYKUHDOO-DANNLKNASA-N,"(1S,17S,18S,19S)-5,7-dioxa-12-azapentacyclo[10.6.1.02,10.04,8.015,19]nonadeca-2,4(8),9,15-tetraene-17,18-diol",0,62.2,DTXSID60197208,DTXCID30119699,"-1,44","0,38",0.0,C08532,Lycorine,map00950  Isoquinoline alkaloid biosynthesis,
CMPD_1AAE52FA572F,tormentic acid,tormentic acid,114674,C20H30O4,334.4,CCCCC[C@@H](C=CC1=C(C(=O)CC1)CC=CCCCC(=O)O)O,PRFXRIUZNKLRHM-KRWDZBQOSA-N,7-[2-[(3S)-3-hydroxyoct-1-enyl]-5-oxocyclopenten-1-yl]hept-5-enoic acid,3.3,74.6,DTXSID40930135,DTXCID301358869,"2,69","1,81",0.0,,,,CHEMBL239077
CMPD_1AAE52FA572F,tormentic acid,tormentic acid,73193,C30H48O5,488.7,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O,OXVUXGFZHDKYLS-BLIWDXROSA-N,"(1R,2R,4aS,6aR,6aS,6bR,8aR,10R,11R,12aR,14bS)-1,10,11-trihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",5,98,DTXSID40930135,DTXCID301358869,"2,69","1,81",0.0,,,,CHEMBL239077
CMPD_1AC0CCB095F1,caryophyllane a,caryophyllane a,177131,C15H28,208.38,CC1CCCC(C2CC(C2CC1)(C)C)C,SITKOPDZOGHVLY-UHFFFAOYSA-N,"2,6,10,10-tetramethylbicyclo[7.2.0]undecane",6.3,0,DTXSID40942652,DTXCID101371045,"5,97","5,97",0.0,,,,
CMPD_1ACD9EC33FCC,2-methyl-2-pentanol,2 methyl 2 pentanol,11543,C6H14O,102.17,CCCC(C)(C)O,WFRBDWRZVBPBDO-UHFFFAOYSA-N,2-methylpentan-2-ol,1.4,20.2,DTXSID4060440,DTXCID7042514,"1,54","1,54",0.0,,,,
CMPD_1AD2ACD98358,Chrysin-7-O-beta-D-glucopyranoside,chrysin 7 o beta d glucopyranoside,5490092,C21H20O9,416.4,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,PIJHQWMTZXDYER-QNDFHXLGSA-N,"5-hydroxy-2-phenyl-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0.3,146,DTXSID80184998,DTXCID20107489,"1,14","0,59",0.0,,,,CHEMBL54661
CMPD_1AD378BA0E08,Neoglucobrassicin,neoglucobrassicin,656565,C17H22N2O10S2,478.5,CON1C=C(C2=CC=CC=C21)CC(=NOS(=O)(=O)O)S[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,PKKMITFKYRCCOL-CMZRPVNOSA-N,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 2-(1-methoxyindol-3-yl)-N-sulfooxyethanimidothioate",0.3,214,DTXSID10966204,DTXCID001393852,"-0,42","-0,42",0.0,,,,
CMPD_1AE16D8790CC,"4,4-dihydroxy-2-methoxy-chalcone","4,4 dihydroxy 2 methoxy chalcone",5319349,C17H16O5,300.3,COC1=CC2=C(C=C1)[C@H]3COC4=C([C@H]3O2)C=CC(=C4O)OC,YHSXPHNOIMTWTH-MLGOLLRUSA-N,"(6aS,11aS)-3,9-dimethoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-4-ol",2.6,57.2,,,,,,,,,
CMPD_1AE67C511738,Carotane,carotane,12314541,C3H8,45.1,[2H]CCC,ATUOYWHBWRKTHZ-MICDWDOJSA-N,1-deuteriopropane,1.8,0,,,,,,,,,
CMPD_1AF3E3829F07,Kaempferol-3-rhamnoside,kaempferol 3 rhamnoside,5316673,C21H20O10,432.4,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,SOSLMHZOJATCCP-AEIZVZFYSA-N,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",1.2,166,DTXSID50197459,DTXCID10119950,"1,52","0,87",0.0,,,,
CMPD_1B06C978DE03,jasonin-a,jasonin a,131752250,C8H15NO7,237.21,C([C@@H]1[C@H]([C@@H](C(O1)(CNCC(=O)O)O)O)O)O,UKKRCTOBKMVJGX-STUHELBRSA-N,"2-[[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methylamino]acetic acid",-4.7,139,,,,,,,,,
CMPD_1B0F0F2E5EB0,Beta-citronellol,beta citronellol,8842,C10H20O,156.26,CC(CCC=C(C)C)CCO,QMVPMAAFGQKVCJ-UHFFFAOYSA-N,"3,7-dimethyloct-6-en-1-ol",3.2,20.2,DTXSID3026726,DTXCID006726,"3,91","3,91",1.0,,,,CHEMBL395827
CMPD_1B100BC9ED09,Persicogenin,persicogenin,320054,C17H16O6,316.3,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)OC)O)O,LWBHKKLWSUFUNZ-UHFFFAOYSA-N,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one",2.7,85.2,DTXSID10313097,DTXCID00264221,"2,54","2,53",0.0,,,,
CMPD_1B15D1344934,betulonic acid,betulonic acid,,,,,,,,,,,,,,,,,CHEMBL431525
CMPD_1B170A2C9E74,protocatechuin,protocatechuin,,,,,,,,,,,,,,,,,
CMPD_1B384D8530AA,"1,2-epoxymenthyl acetate","1,2 epoxymenthyl acetate",85239073,C12H20O3,212.28,CC(C)C1CCC2(C(C1OC(=O)C)O2)C,SSOQZEPUQWJEIF-UHFFFAOYSA-N,(6-methyl-3-propan-2-yl-7-oxabicyclo[4.1.0]heptan-2-yl) acetate,2.2,38.8,,,,,,,,,
CMPD_1B4275B82C0E,Sorbose,sorbose,439192,C6H12O6,180.16,C1[C@@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,LKDRXBCSQODPBY-AMVSKUEXSA-N,"(3S,4R,5S)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",-2.8,110,,,,,,,,,
CMPD_1B4392CFD95E,methylpalmitate,methylpalmitate,,,,,,,,,,,,,,,,,CHEMBL18602
CMPD_1B59B15AFDD0,bicyclogermacrene,bicyclogermacrene,13894537,C15H24,204.35,C/C/1=C\CC/C(=C/[C@H]2[C@H](C2(C)C)CC1)/C,VPDZRSSKICPUEY-JEPMYXAXSA-N,"(1S,2E,6E,10R)-3,7,11,11-tetramethylbicyclo[8.1.0]undeca-2,6-diene",4.1,0,DTXSID401377266,DTXCID201855331,,,,C20175,Bicyclogermacrene,,
CMPD_1B5C3A0E8DC2,Ethenyloxy-1-ocatdecane,ethenyloxy 1 ocatdecane,,,,,,,,,,,,,,,,,
CMPD_1B66A0DC01F9,5-methoxy-6-hydroxyflavone 6-O-beta-D-glucoside,5 methoxy 6 hydroxyflavone 6 o beta d glucoside,,,,,,,,,,,,,,,,,
CMPD_1B69B7726AA4,2-hydroxynaringenin-4-O-beta-D-glucopyranoside,2 hydroxynaringenin 4 o beta d glucopyranoside,,,,,,,,,,,,,,,,,
CMPD_1B7598DD5B1D,Gallicaside B,gallicaside b,101297606,C30H46O5,486.7,CC(C)CCC([C@]1([C@]2(CC[C@@]3([C@@]2(CC=C4C3=CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C(=O)O1)C)O)C)O,KUPRFGZRDQGGDP-WZQDHZQCSA-N,"(2S,5R,6S,9R,13S,16S,18R)-5,16-dihydroxy-6-(1-hydroxy-4-methylpentyl)-2,6,13,17,17-pentamethyl-7-oxapentacyclo[10.8.0.02,9.05,9.013,18]icosa-1(20),11-dien-8-one",4.9,87,,,,,,,,,
CMPD_1B75F1A8FF3B,Malonic acid,malonic acid,867,C3H4O4,104.06,C(C(=O)O)C(=O)O,OFOBLEOULBTSOW-UHFFFAOYSA-N,propanedioic acid,-0.8,74.6,DTXSID7021659,DTXCID401659,"-3,57","-5,47",1.0,,,,
CMPD_1B776A5BCD5C,?-eudesmol,? eudesmol,,,,,,,,,,,,,,,,,
CMPD_1B7E2D15FF83,Tracin,tracin,,,,,,,,,,,,,,,,,
CMPD_1B90C465A429,Vicenin II,vicenin ii,,,,,,,,,,,,,,,,,
CMPD_1B9A9415ABB3,Uncinanone C,uncinanone c,10427506,C22H30O3,342.5,C[C@]12CCC3C(C1CC[C@@H]2OC4CC4)CC(=O)C5=CC(=O)CC[C@]35C,AXYMUXKMWNDOHO-GQOMOGQJSA-N,"(10R,13S,17S)-17-cyclopropyloxy-10,13-dimethyl-2,7,8,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3,6-dione",3.5,43.4,,,,,,,,,CHEMBL267358
CMPD_1BAFB29CCCD9,"5,4'-dihydroxy-7,2',3',5'-tetramethoxyflavone","5,4' dihydroxy 7,2',3',5' tetramethoxyflavone",7330523,C19H18O8,374.3,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C(=C3OC)OC)O)OC)O,ZVQFOARRJUYDDR-UHFFFAOYSA-N,"5-hydroxy-2-(4-hydroxy-2,3,5-trimethoxyphenyl)-7-methoxychromen-4-one",2.9,104,,,,,,,,,
CMPD_1BB21833E592,cinnamyl formate,cinnamyl formate,5354883,C10H10O2,162.18,C1=CC=C(C=C1)/C=C/COC=O,LBHJXKYRYCUGPD-QPJJXVBHSA-N,[(E)-3-phenylprop-2-enyl] formate,2.5,26.3,DTXSID401265889,DTXCID80909062,,,,,,,
CMPD_1BC43903F42C,kaempferol glycoside,kaempferol glycoside,,,,,,,,,,,,,,,,,
CMPD_1BCFD1541A86,(Z)-3-hexenol,z 3 hexenol,5281167,C6H12O,100.16,CC/C=C\CCO,UFLHIIWVXFIJGU-ARJAWSKDSA-N,(Z)-hex-3-en-1-ol,1.3,20.2,DTXSID6022137,DTXCID102137,"1,2","1,2",1.0,,,,
CMPD_1BE8E54D96BB,Liquiritigenin,liquiritigenin,,,,,,,,,,,,,,,,,CHEMBL252642
CMPD_1BF0F9D3F3F7,3-Methoxy calycopterin,3 methoxy calycopterin,101185465,C27H24BrClN2O,507.8,COC1=CC=C(C=C1)N[C@@H](C2=CC=CC=C2Cl)[C@H](C3=CC=CC=C3)NC4=CC=C(C=C4)Br,YMZYGOJKJFWNKW-SVBPBHIXSA-N,"(1S,2S)-N-(4-bromophenyl)-2-(2-chlorophenyl)-N'-(4-methoxyphenyl)-1-phenylethane-1,2-diamine",7.9,33.3,,,,,,,,,
CMPD_1BF88732651E,Echinopsidine,echinopsidine,3083764,C10H10N2,158.2,CN1C=CC(=N)C2=CC=CC=C21,AZHUOPNKXMFIAA-UHFFFAOYSA-N,1-methylquinolin-4-imine,0.5,27.1,,,,,,,,,
CMPD_1BFC6AC1CBE3,P-Xylene,p xylene,7809,C8H10,106.16,CC1=CC=C(C=C1)C,URLKBWYHVLBVBO-UHFFFAOYSA-N,"1,4-xylene",3.2,0,DTXSID2021868,DTXCID701868,"3,15","3,15",1.0,,,,
CMPD_1C174C8F9CE9,Esculetin,esculetin,,,,,,,,,,,,,,,,,
CMPD_1C2239EF71DE,(Z)-ajoene,z ajoene,,,,,,,,,,,,,,,,,
CMPD_1C2E2ECD1714,4-hydroxy-5-methoxy-2-oxo-2H-pyran-3-carboxylic acid,4 hydroxy 5 methoxy 2 oxo 2h pyran 3 carboxylic acid,129627725,C17H19N,237.34,CC1=CC(=CC=C1)C=CC2=CC=CC=C2N(C)C,WJAXJEQQKRVNDM-UHFFFAOYSA-N,"N,N-dimethyl-2-[2-(3-methylphenyl)ethenyl]aniline",4.7,3.2,,,,,,,,,
CMPD_1C3186E267B1,?-sitosterol 3-O-acetate,? sitosterol 3 o acetate,5318766,C28H36O8,500.6,C/C=C(\C)/C(=O)OC1=C2C(=CC(=C1OC)OC)C[C@@H]([C@@](CC3=CC(=C(C(=C32)OC)OC)OC)(C)O)C,ZSAUXCVJDYCLRS-QEEHVONISA-N,"[(9S,10S)-10-hydroxy-4,5,14,15,16-pentamethoxy-9,10-dimethyl-3-tricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaenyl] (E)-2-methylbut-2-enoate",5,92.7,,,,,,,,,CHEMBL1093179
CMPD_1C3899D773AB,Ponasterone A,ponasterone a,,,,,,,,,,,,,,,,,CHEMBL549789
CMPD_1C5071F36E5E,Carissaeduloside E,carissaeduloside e,101673898,C5H8N3O2S+,174.2,CCN\1C=CS/C1=N/[N+](=O)O,BWWRLHMNGAYKFR-AATRIKPKSA-N,"[(E)-(3-ethyl-1,3-thiazol-2-ylidene)amino]-hydroxy-oxoazanium",0.8,81.2,,,,,,,,,
CMPD_1C518BCC65BF,8-anisate-dauc-4-ene-3-9-dione,8 anisate dauc 4 ene 3 9 dione,,,,,,,,,,,,,,,,,
CMPD_1C5358D1C62F,"2-hexadecen-1-ol-3,7,11,15-tetramethyl-[R-[R*,R*-(E)","2 hexadecen 1 ol 3,7,11,15 tetramethyl [r [r*,r* (e)",,,,,,,,,,,,,,,,,
CMPD_1C5D95ABF5B2,myrtucommulones I,myrtucommulones i,,,,,,,,,,,,,,,,,
CMPD_1C6139AA1F3D,bis(dihydrocaffeoyl)spermidine,bis dihydrocaffeoyl spermidine,,,,,,,,,,,,,,,,,
CMPD_1C697DBBB24A,?-boswellic acid,? boswellic acid,73582,C13H13NO3,231.25,C#CCOCC1CN(C(=O)O1)C2=CC=CC=C2,RXVDTRQMYILFDO-UHFFFAOYSA-N,"3-phenyl-5-(prop-2-ynoxymethyl)-1,3-oxazolidin-2-one",1.5,38.8,,,,,,,,,CHEMBL1900389
CMPD_1C6AC4EE5F95,9-pentacosene,9 pentacosene,6430704,C25H50,350.7,CCCCCCCCCCCCCCC/C=C/CCCCCCCC,YJTCMKZGFBOKQS-HTXNQAPBSA-N,(E)-pentacos-9-ene,12.8,0,,,,,,,,,
CMPD_1C7ACD168262,Caffeic acid,caffeic acid,689043,C9H8O4,180.16,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,QAIPRVGONGVQAS-DUXPYHPUSA-N,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",1.2,77.8,DTXSID901316055,DTXCID90209020,,,,,,,CHEMBL1075138 | CHEMBL1293224 | CHEMBL1293226 | CHEMBL1293235 | CHEMBL1293255 | CHEMBL1293298 | CHEMBL145 | CHEMBL1697668 | CHEMBL1741220 | CHEMBL1743121 | CHEMBL1865 | CHEMBL1900 | CHEMBL1929 | CHEMBL1947 | CHEMBL1951 | CHEMBL1973 | CHEMBL203 | CHEMBL2039 | CHEMBL204 | CHEMBL205 | CHEMBL206 | CHEMBL2093861 | CHEMBL2093865 | CHEMBL2094253 | CHEMBL2095165 | CHEMBL2146302 | CHEMBL215 | CHEMBL2193 | CHEMBL220 | CHEMBL221 | CHEMBL2219 | CHEMBL227 | CHEMBL230 | CHEMBL2326 | CHEMBL2392 | CHEMBL240 | CHEMBL2487 | CHEMBL2524 | CHEMBL2608 | CHEMBL261 | CHEMBL2635 | CHEMBL284 | CHEMBL2885 | CHEMBL3025 | CHEMBL3194 | CHEMBL321 | CHEMBL3242 | CHEMBL3251 | CHEMBL332 | CHEMBL333 | CHEMBL335 | CHEMBL3396943 | CHEMBL340 | CHEMBL3510 | CHEMBL3514 | CHEMBL3577 | CHEMBL3594 | CHEMBL3706570 | CHEMBL3706572 | CHEMBL3729 | CHEMBL3774295 | CHEMBL3785 | CHEMBL382 | CHEMBL383 | CHEMBL384 | CHEMBL385 | CHEMBL3864 | CHEMBL387 | CHEMBL3885594 | CHEMBL390 | CHEMBL392 | CHEMBL394 | CHEMBL396 | CHEMBL3969 | CHEMBL397 | CHEMBL399 | CHEMBL4040 | CHEMBL4159 | CHEMBL4296326 | CHEMBL4523249 | CHEMBL4523984 | CHEMBL4528 | CHEMBL4681 | CHEMBL4789 | CHEMBL4822 | CHEMBL4999 | CHEMBL5365 | CHEMBL5619 | CHEMBL5697 | CHEMBL5847 | CHEMBL5896 | CHEMBL5905 | CHEMBL5929 | CHEMBL5983 | CHEMBL6032 | CHEMBL6066863 | CHEMBL612262 | CHEMBL612263 | CHEMBL612518 | CHEMBL612543 | CHEMBL612555 | CHEMBL612794 | CHEMBL612796 | CHEMBL612811 | CHEMBL613102 | CHEMBL613508 | CHEMBL613533 | CHEMBL613835 | CHEMBL613855 | CHEMBL613860 | CHEMBL613889 | CHEMBL613977 | CHEMBL613984 | CHEMBL614019 | CHEMBL614021 | CHEMBL614034 | CHEMBL614051 | CHEMBL614054 | CHEMBL614056 | CHEMBL614067 | CHEMBL614096 | CHEMBL614110 | CHEMBL614164 | CHEMBL614177 | CHEMBL614184 | CHEMBL614213 | CHEMBL614214 | CHEMBL614285 | CHEMBL614300 | CHEMBL614317 | CHEMBL614361 | CHEMBL614387 | CHEMBL614388 | CHEMBL614451 | CHEMBL614487 | CHEMBL614516 | CHEMBL614519 | CHEMBL614561 | CHEMBL614580 | CHEMBL614610 | CHEMBL614637 | CHEMBL614642 | CHEMBL614643 | CHEMBL614709 | CHEMBL614733 | CHEMBL614740 | CHEMBL614791 | CHEMBL614803 | CHEMBL614809 | CHEMBL614860 | CHEMBL614882 | CHEMBL614886 | CHEMBL614888 | CHEMBL614908 | CHEMBL614910 | CHEMBL614917 | CHEMBL614919 | CHEMBL614922 | CHEMBL614925 | CHEMBL614997 | CHEMBL615022
CMPD_1C7CB9090A3F,Kaempferol-3-O-rhamnoside,kaempferol 3 o rhamnoside,,,,,,,,,,,,,,,,,
CMPD_1C869728ADE8,hierochins C,hierochins c,,,,,,,,,,,,,,,,,
CMPD_1C87E0B46E91,Amberinone,amberinone,,,,,,,,,,,,,,,,,
CMPD_1CA1507FC5BA,"9,10-epoxy 18-hydroxy alkanoic acid","9,10 epoxy 18 hydroxy alkanoic acid",,,,,,,,,,,,,,,,,
CMPD_1CB99F412473,coumaroyl-1-O-beta-D-glucopyranoside,coumaroyl 1 o beta d glucopyranoside,,,,,,,,,,,,,,,,,
CMPD_1CC5201422A8,Palmitic acid ceryl ester,palmitic acid ceryl ester,,,,,,,,,,,,,,,,,
CMPD_1CC641954099,Allantoin,allantoin,204,C4H6N4O3,158.12,C1(C(=O)NC(=O)N1)NC(=O)N,POJWUDADGALRAB-UHFFFAOYSA-N,"(2,5-dioxoimidazolidin-4-yl)urea",-2.2,113,DTXSID3020043,DTXCID0043,"-1,72","-3,37",1.0,,,,
CMPD_1CCBAC788B10,6-isobutyl-7-methyl-coumarin,6 isobutyl 7 methyl coumarin,102213764,C22H50N4O18+4,658.6,C(CCO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CC(C(=O)O)C(=O)O)O)O)O)CO[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CC(C(=O)O)C(=O)O)O)O)O.[NH4+].[NH4+].[NH4+].[NH4+],,,,,,,,,,,,,
CMPD_1CCBAC788B10,6-isobutyl-7-methyl-coumarin,6 isobutyl 7 methyl coumarin,10901509,C14H19NO4,265.3,COCOC[C@H](C=C)NC(=O)OCC1=CC=CC=C1,LPTRIKQKZGBYCE-ZDUSSCGKSA-N,benzyl N-[(2S)-1-(methoxymethoxy)but-3-en-2-yl]carbamate,1.9,56.8,,,,,,,,,
CMPD_1CD30248A7AD,"9-oxabicyclo(6,1,0)nonane","9 oxabicyclo(6,1,0)nonane",,,,,,,,,,,,,,,,,
CMPD_1CDCD95CA9E5,Robinin,robinin,72188972,C28H32O16,624.5,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O,NEJKEXUJCSYMCC-PXBUXKMDSA-N,"5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",-0.6,255,DTXSID00169585,,,,,,,,
CMPD_1CDCD95CA9E5,Robinin,robinin,5281693,C33H40O19,740.7,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O,PEFASEPMJYRQBW-HKWQTAEVSA-N,"5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",-2.2,304,DTXSID00169585,,,,,,,,
CMPD_1CDCD95CA9E5,Robinin,robinin,72188972,C28H32O16,624.5,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O,NEJKEXUJCSYMCC-PXBUXKMDSA-N,"5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",-0.6,255,DTXSID401031393,DTXCID101784927,,,,,,,
CMPD_1CDCD95CA9E5,Robinin,robinin,5281693,C33H40O19,740.7,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O,PEFASEPMJYRQBW-HKWQTAEVSA-N,"5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",-2.2,304,DTXSID401031393,DTXCID101784927,,,,,,,
CMPD_1CE28BA6C8BE,Daidzein,daidzein,,,,,,,,,,,,,,,,,
CMPD_1CEEFF95C819,"4,5-DCQA","4,5 dcqa",,,,,,,,,,,,,,,,,
CMPD_1CF6F9293B7C,Ladanein,ladanein,5319527,C47H72O16,893.1,CCCCOC(=O)[C@@H]1[C@@H](C([C@H](C(O1)OC2CC[C@]3(C(C2(C)C)CC[C@@]4(C3C(=O)C=C5C4(CC[C@@]6(C5C[C@@](CC6)(C)C(=O)O)C)C)C)C)OC7[C@@H](C(C([C@H](O7)C(=O)OC)O)O)O)O)O,DHJJPSKLKCWPDR-ZSNFKGDPSA-N,"(2S,4aS,6bR,12aS)-10-[(3R,5R,6S)-6-butoxycarbonyl-4,5-dihydroxy-3-[(3R,6S)-3,4,5-trihydroxy-6-methoxycarbonyloxan-2-yl]oxyoxan-2-yl]oxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic acid",5.6,245,DTXSID00144175,DTXCID0066666,"2,85","2,85",0.0,,,,CHEMBL209257
